url,pub_date,pub_date_guess,pub_date_match,language,language_guess,language_match,title,title_guess,title_match
https://www.ksal.com/high-wheat-quality-expected-despite-yield-drop/,2022-06-15,2022-07-20,False,en,en,True,High Wheat Quality Expected Despite Yield Drop,High Wheat Quality Expected Despite Yield Drop,True
https://www.ladigetto.it/alto-adige/123202-de-varennes%3A-%C2%ABl%26%23039%3Bautonomia-esempio-per-la-comunit%C3%A0-internazionale%C2%BB.html,2022-06-11,2022-06-11,True,it,en,False,De Varennes: «L'Autonomia esempio per la comunità internazionale»,De Varennes: «L ;Autonomia esempio per la comunità internazionale»,False
https://expressilustrowany.pl/putin-niespodziewanie-odwolal-coroczna-serie-pytan-od-obywateli-jaki-byl-tego-powod/ar/c1-16426475,2022-06-09,2022-06-09,True,pl,pl,True,Putin niespodziewanie odwołał coroczną serię pytań od obywateli. Jaki był tego powód?,Putin niespodziewanie odwołał coroczną serię pytań od obywateli. Jaki był tego powód?,True
https://domov.sme.sk/c/22928127/koronavirus-nove-pripady-slovensko-covid-omikron-6-jun.html,2022-06-06,2022-06-06,True,sk,sk,True,"PCR testy odhalili 28 infikovaných koronavírusom, nepribudla žiadna nová obeť","PCR testy odhalili 28 infikovaných koronavírusom, nepribudla žiadna nová obeť",True
http://www.afpbb.com/articles/-/3144033,2017-09-24,2017-09-24,True,ja,ja,True,シティ、最下位パレスに5発大勝 得失点差で首位に （AFP通信）,シティ、最下位パレスに5発大勝 得失点差で首位に,False
http://www.ozap.com/actu/invites-salut-les-terriens-recoit-florent-pagny-et-frederic-lopez/544047,2017-12-01,2017-12-01,True,fr,fr,True,"Invités : ""Salut les Terriens !"" reçoit Florent Pagny et Frédéric Lopez","Invités : ""Salut les Terriens !"" reçoit Florent Pagny et Frédéric Lopez",True
https://diariocorreo.pe/politica/fujimoristas-piden-que-senderista-martha-huatay-siga-en-prision-777672/,2017-10-03,2017-10-04,False,es,es,True,Fujimoristas piden que senderista Martha Huatay siga en prisión ,Fujimoristas piden que senderista Martha Huatay siga en prisión,False
http://sn.dk/Koege/Blyp-skal-dyste-mod-resten-af-verden-Det-bliver-vildt/artikel/685492?rss,2017-09-24,2021-07-15,False,da,da,True,Blyp skal dyste mod resten af verden: - Det bliver vildt,Nyheder - sn.dk,False
http://www.mirror.co.uk/3am/celebrity-news/coronation-streets-bethany-platt-quits-11302669,2017-10-07,2017-10-07,True,en,en,True,Coronation Street's Bethany Platt QUITS Weatherfield as disgusting rapist Nathan Curtis is found guilty,Corrie's Bethany Platt quits the cobbles after Nathan is found guilty of rape,False
https://www.boersen-zeitung.de/index.php?isin=&dpasubm=all&ansicht=meldungen&dpaid=1020364,2017-11-08,2022-07-20,False,de,de,True,Zahl der Arbeitslosen in Tschechien weiter gesunken,Börsen-Zeitung,False
http://www.presseportal.de/blaulicht/pm/104234/3759544,2017-10-13,2017-10-13,True,de,de,True,POL-EL: Werlte - Mann nach Unfall in Lebensgefahr,Mann nach Unfall in Lebensgefahr,False
https://www.slideshare.net/RaisaCABRERA/tarea4-de-informatica-80383438,2017-10-02,2017-10-03,False,es,en,False,Herramientas didacticas.,Herramientas didacticas.,True
http://lematin.ch/people/Deces-du-journaliste-Paul-Wermus/story/12988642,2017-09-18,2017-09-18,True,fr,fr,True,Décès du journaliste Paul Wermus,Décès du journaliste Paul Wermus,True
https://fr.wikipedia.org/w/index.php?title=Gaelle_Alakame_Azong&diff=157613295&oldid=0,2019-03-17,2019-03-17,True,fr,fr,True,Gaelle Alakame Azong,différence entre les versions — Wikipédia,False
http://rssfeeds.azcentral.com/~/365957072/0/phoenix/nation~Phillips-RBI-single-in-th-lifts-Braves-past-Marlins/,2017-06-17,2017-06-17,True,en,en,True,"Phillips' RBI single in 10th lifts Braves past Marlins, 8-7","Phillips' RBI single in 10th lifts Braves past Marlins, 8-7",True
https://www.sme.sk/c/22115415/vynovena-skoda-superb-sa-ukaze-v-bratislave-na-hokeji.html,2019-05-07,2019-05-07,True,sk,sk,True,Vynovená Škoda Superb sa predstaví v Bratislave počas hokeja,Vynovená Škoda Superb sa predstaví v Bratislave počas hokeja,True
http://rssfeeds.usatoday.com/~/200232428/0/usatoday-newstopstories~Terrorbombing-suspect-Ahmad-Rahami-shares-common-lone-wolf-traits/,2016-09-20,2016-09-20,True,en,en,True,Terror-bombing suspect Ahmad Rahami shares common 'lone wolf' traits,Terror-bombing suspect Ahmad Rahami shares common 'lone wolf' traits,True
http://prosoccertalk.nbcsports.com/2015/02/10/watch-live-arsenal-vs-leicester-city-lineups-and-live-stream,2015-02-10,2015-02-10,True,en,en,True,Watch Live: Arsenal vs. Leicester City (Lineups and Live Stream),Watch Live: Arsenal vs. Leicester City (Lineups and Live Stream),True
"http://www.giessener-allgemeine.de/regional/kreisgiessen/Kreis-Giessen-Licher-muessen-mindestens-ein-Jahr-auf-ihr-Buergerhaus-verzichten;art457,573724",2019-04-05,2019-04-05,True,de,de,True,Licher müssen mindestens ein Jahr auf ihr Bürgerhaus verzichten,Licher müssen mindestens ein Jahr auf ihr Bürgerhaus verzichten,True
http://diariocorreo.pe/mundo/nobel-de-la-paz-malala-yousafzai-condena-ideologia-del-odio-de-donald-trump-640258,2015-12-16,2015-12-16,True,es,es,True,"Nobel de la Paz Malala Yousafzai condena ""ideología del odio"" de Donald Trump",Nobel de la Paz Malala Yousafzai condena ;ideología del odio ; de Donald Trump,False
https://fr.wikipedia.org/w/index.php?title=Michael_O%27Neill_(football)&diff=158653136&oldid=148350404,2019-04-22,2009-10-22,False,fr,fr,True,Michael O'Neill (football),différence entre les versions — Wikipédia,False
https://www.adnkronos.com/sport/2019/05/22/maldini-devo-valutare-gattuso-modo-freddo_sg8VqIXJ67C15vWE87c16N.html,2019-05-22,2020-12-14,False,it,it,True,"Calcio: Maldini, 'Gattuso? Vedute diverse ma nostro rapporto supera difficoltà'
 ","Calcio: Maldini, &#39;Gattuso? Vedute diverse ma nostro rapporto supera difficoltà&#39;",False
https://www.gofundme.com/oaklandhip,2018-01-15,2018-01-15,True,en,en,True,"HELP ""OAKLAND""s HIP- Found puppy","HELP &quot;OAKLAND&quot;s HIP- Found puppy, organized by Az Iza",False
http://nn.mk.ru/articles/2017/09/20/na-podderzhku-molodykh-nizhegorodskikh-specialistov-napravleno-18-millionov-rubley.html,2017-09-20,2017-09-20,True,ru,ru,True,На поддержку молодых нижегородских специалистов направлено 18 миллионов рублей,На поддержку молодых нижегородских специалистов направлено 18 миллионов рублей,True
https://elpais.com/internacional/2017/12/12/mexico/1513042160_244137.html#?ref=rss&format=simple&link=link,2017-12-11,2017-12-12,False,es,es,True,"México, en alerta por bajas temperaturas","México, en alerta por bajas temperaturas",True
http://news.ltn.com.tw/news/sports/paper/1068453,2017-01-04,2017-01-05,False,,zh,False,郭總親自懇談 陳鴻文同意出征,自由體育,False
http://www.legacy.com/obituaries/dallasmorningnews/obituary.aspx?n=charles-eugene-jenkins-red&pid=177451096&fhid=15380,2017-01-23,2017-01-23,True,en,en,True,"Jenkins,  Charles Eugene  ""Red""",Charles Eugene ;Red ; Jenkins Obituary (1931,False
http://www.jagran.com/delhi/new-delhi-city-11681847.html,2014-10-06,2014-10-06,True,hi,hi,True,प्रॉपर्टी के लिए भूपेंद्र ने परिवार को किया तबाह,प्रॉपर्टी के लिए भूपेंद्र ने परिवार को किया तबाह,True
http://www.mk.ru/politics/2014/06/03/obama-prizval-kongress-vydelit-1-mlrd-na-evropejjskuyu-bezopasnost.html,2014-06-03,2014-06-03,True,ru,ru,True,Обама призвал конгресс выделить $1 млрд на «европейскую безопасность»,Обама призвал конгресс выделить $1 млрд на «европейскую безопасность»,True
http://www.soychile.cl/Santiago/Sociedad/2015/04/08/315247/La-increible-historia-de-Sergio-Gordon-Canas-el-empleado-publico-mejor-pagado-de-Chile.aspx,2015-04-08,2015-04-08,True,es,en,False,"La increíble historia de Sergio Gordon Cañas, el empleado público que jubiló con $3.500 millones","La increíble historia de Sergio Gordon Cañas, el empleado público que jubiló con $3.500 millones",True
https://www.cbc.ca/news/canada/prince-edward-island/pei-votes-dennis-king-1.5090865?cmp=rss,2019-04-09,2019-04-03,False,en,en,True,Dennis King aims to bring an outside perspective to P.E.I.'s top job,Dennis King aims to bring an outside perspective to P.E.I. ;s top job,False
https://www.news18.com/news/buzz/how-two-women-miles-away-from-home-are-helping-rebuild-bengal-after-cyclone-amphan-brick-by-brick-2638265.html,2020-05-27,2020-05-30,False,en,en,True,"How Two Women, Miles Away From Home, are Helping Rebuild Bengal After Cyclone Amphan 'Brick by Brick'","How Two Women, Miles Away From Home, are Helping Rebuild Bengal After Cyclone Amphan &#x27;Brick by Brick&#x27;",False
http://www.noz.de/deutschland-welt/fussball/artikel/557651/der-einbruch-blieb-aus-erfolgreiche-vfl-trauerarbeit,2015-03-19,2015-03-19,True,de,de,True,Der Einbruch blieb aus: Erfolgreiche VfL-Trauerarbeit,Der Einbruch blieb aus: Erfolgreiche,False
http://oshiete.goo.ne.jp/qa/11042829.html,2019-03-24,2019-03-24,True,ja,ja,True,みなさんは、緊張で眠れなくなることありますか?,みなさんは、緊張で眠れなくなることありますか？,False
http://www.mlive.com/spartans/index.ssf/2013/08/michigan_state_wr_aaron_burbri.html,2013-08-19,2013-08-19,True,en,en,True,"Michigan State WR Aaron Burbridge grows up, hits the film room, tries to raise football IQ","Michigan State WR Aaron Burbridge grows up, hits the film room, tries to raise football IQ",True
http://esctoday.com/175166/tel-aviv-live-day-4-of-rehearsals-begins/,2019-05-07,2019-05-07,True,en,en,True,Tel Aviv Live: Day 4 of rehearsals begins!,Tel Aviv Live: Day 4 of rehearsals begins!,True
http://www.bashinform.ru/news/1301006-v-ufe-inspektory-budut-shtrafovat-voditeley-ne-propuskayushchikh-skoruyu/,2019-04-22,2019-04-22,True,ru,ru,True,"В Уфе инспекторы будут штрафовать водителей, не пропускающих «скорую»","В Уфе инспекторы будут штрафовать водителей, не пропускающих «скорую»",True
http://www.presseportal.de/blaulicht/pm/65849/3771906,2017-10-26,2017-10-26,True,de,de,True,POL-KLE: Kleve - PKW Aufbruch / Navigationsgerät entwendet,PKW Aufbruch / Navigationsger ;t entwendet,False
https://minnesota.cbslocal.com/2019/04/28/authorities-id-pedestrian-killed-in-plymouth-crash/,2019-04-28,2019-04-28,True,en,en,True,Authorities ID Pedestrian Killed In Plymouth Crash  WCCO,Authorities ID Pedestrian Killed In Plymouth Crash,False
https://www.haberler.com/il-jandarma-komutani-kidemli-albay-sandal-dan-14584994-haberi/,2021-12-08,2021-12-08,True,tr,tr,True,İl Jandarma Komutanı Kıdemli Albay Sandal'dan Rektör Beydemir'e ziyaret,İl Jandarma Komutanı Kıdemli Albay Sandal'dan Rektör Beydemir'e ziyaret,True
https://rostov.mk.ru/social/2021/07/19/v-rostove-inspektor-sizo-pytalsya-dostavit-zaklyuchennym-telefony-i-lekarstva.html,2021-07-19,2021-07-19,True,ru,ru,True,В Ростове инспектор СИЗО пытался доставить заключенным телефоны и лекарства,В Ростове инспектор СИЗО пытался доставить заключенным телефоны и лекарства,True
https://news.google.com/__i/rss/rd/articles/CBMiS2h0dHBzOi8vd3d3LmVkYWlseS5jby5rci9uZXdzL3JlYWQ_bmV3c0lkPTAxMzcxMDQ2NjI5MTc5MTM2Jm1lZGlhQ29kZU5vPTI1N9IBAA?oc=5,2021-09-10,2021-09-11,False,ko,ko,True,"“추석 민심 잡겠다”…홍남기, 부동산·물가안정 광폭행보 - 이데일리","“추석 민심 잡겠다”…홍남기, 부동산&#183;물가안정 광폭행보",False
https://www.secoloditalia.it/2021/06/francia-le-pen-non-sfonda-ma-la-destra-gollista-e-prima-la-sinistra-gioisce-per-la-sberla-ricevuta/,2021-06-28,2021-06-28,True,it,it,True,"Francia, Le Pen non sfonda ma la destra gollista è prima. La sinistra gioisce per la sberla ricevuta","Francia, Le Pen non sfonda ma la destra gollista è prima. La sinistra gioisce per la sberla ricevuta",True
https://mundo.sputniknews.com/20210527/el-legislativo-de-hong-kong-aprueba-en-tercera-lectura-enmiendas-al-sistema-electoral-1112608865.html,2021-05-27,2021-05-27,True,es,es,True,El Legislativo de Hong Kong aprueba en tercera lectura enmiendas al sistema electoral,El Legislativo de Hong Kong aprueba en tercera lectura enmiendas al sistema electoral,True
http://www.finanznachrichten.de/nachrichten-2013-05/26883976-shareholder-alert-the-law-firm-of-levi-korsinsky-llp-launches-an-investigation-into-possible-breaches-of-fiduciary-duty-by-the-board-of-directors-008.htm,2013-05-20,2013-05-26,False,en,de,False,"SHAREHOLDER ALERT: The Law Firm of Levi & Korsinsky, LLP Launches an Investigation into Possible Breaches of Fiduciary Duty by the Board of Directors of Asta Funding, Inc.","SHAREHOLDER ALERT: The Law Firm of Levi &amp; Korsinsky, LLP Launches an Investigation into Possible Breaches of Fiduciary Duty by the Board of Directors of Asta Funding, Inc.",False
https://www.nbcnews.com/tech/tech-news/4chan-trolls-impersonate-jewish-people-social-media-spread-hate-n1049326,2019-09-06,2019-09-03,False,en,en,True,4chan trolls impersonate Jewish people on social media to spread hate,4chan trolls impersonate Jewish people on social media to spread hate,True
https://www.goal.com/br/not%C3%ADcias/presidente-confirma-clausula-perigosa-de-messi-no-barca-xavi/143h9292saxqs11fmco05uxrzu,2019-09-06,2019-09-06,True,pt,pt,True,"Presidente confirma cláusula 'perigosa' de Messi no Barça: ""Xavi e outros também tinham""",Presidente confirma cláusula ;perigosa ; de Messi no Barça: ;Xavi e outros também tinham ;,False
https://startsat60.com/discover/lifestyle/motoring/2019-volvo-s60-t5-review-new-volvo,2019-07-14,2019-07-15,False,en,en,True,Viva la Volvo! The latest offering from the Swedish car maker hits the jackpot,Viva la Volvo! The latest offering from the Swedish car maker hits the jackpot,True
https://www.lanuovasardegna.it/sassari/cronaca/2020/01/04/news/l-ersu-si-difende-mancano-le-risorse-per-le-borse-di-studio-1.38289933,2020-01-03,2020-01-04,False,it,en,False,L’Ersu si difende: mancano le risorse per le borse di studio,L’Ersu si difende: mancano le risorse per le borse di studio,True
https://spectrumlocalnews.com/nys/rochester/news/2019/07/01/rochester-fatal-car-crash-pennsylvania-,2019-07-02,2019-07-01,False,en,en,True,5 People from Rochester Involved in Pennsylvania Crash,"City Employee, 1 Other Killed in Pennsylvania Crash",False
https://www.ilnapolista.it/2019/09/champions-league-la-lista-del-genk/,2019-09-07,2019-09-07,True,it,it,True,Champions League: la lista del Genk,Champions League: la lista del Genk,True
http://rssfeeds.jsonline.com/~/602850750/0/milwaukee/sports~Itaposs-a-Barty-party-Australian-wins-st-major-at-French-Open/,2019-06-08,2019-06-08,True,en,en,True,It&apos;s a Barty party: Australian wins 1st major at French Open,It's a Barty party: Australian wins 1st major at French Open,False
http://m.tn.com.ar/show/el-twitter/las-estrellas-de-hollywood-despiden-a-philip-seymour-hoffman_443795,2014-02-02,2014-02-02,True,es,es,True,Las estrellas de Hollywood despiden a Philip Seymour Hoffman,Las estrellas de Hollywood despiden a Philip Seymour Hoffman,True
https://www.cbc.ca/news/canada/montreal/quebec-kindergarten-four-year-olds-1.5019207?cmp=rss,2019-02-14,2019-02-14,True,en,en,True,CAQ government moves to offer pre-K classes across province,CAQ government moves to offer pre-K classes across province,True
https://www.fosters.com/news/20190222/gov-sununu-proclaims-girl-scout-cookie-weekend-in-nh?rssfeed=true,2019-02-22,2019-02-22,True,en,en,True,Gov. Sununu proclaims Girl Scout Cookie weekend in NH,Gov. Sununu proclaims Girl Scout Cookie weekend in NH,True
http://www.janes.com/article/70590/usaf-accuses-chinese-aircraft-of-conducting-unprofessional-intercept?from_rss=1,2017-05-18,2022-07-20,False,en,en,True,USAF accuses Chinese aircraft of conducting 'unprofessional intercept',Latest defence and security news,False
https://168.am/2019/02/07/1078729.html,2019-02-07,2019-02-07,True,hy,hy,True,Ապրիլի 24-ի վերաբերյալ Մակրոնի հայտարարությանը արձագանքել է նաև Թուրքիայի ԱԳՆ-ն,Ապրիլի 24-ի վերաբերյալ Մակրոնի հայտարարությանը արձագանքել է նաև Թուրքիայի ԱԳՆ-ն,True
http://probasketballtalk.nbcsports.com/2013/06/22/dwyane-wade-has-knee-drained-before-game-7/,2013-06-22,2013-06-22,True,en,en,True,Dwyane Wade had knee drained before Game 7,Dwyane Wade had knee drained before Game 7,True
https://www.letelegramme.fr/cotes-darmor/lannion/ecole-quatre-jours-et-demi-bien-digeres-19-12-2018-12166816.php?utm_source=rss_telegramme&utm_medium=rss&utm_campaign=rss&xtor=RSS-21,2018-12-19,2018-12-19,True,fr,fr,True,École. Quatre jours et demi bien digérés,École. Quatre jours et demi bien digérés,True
https://www.vox.com/2018/12/19/18147495/mueller-grand-jury-mystery-country-a,2018-12-19,2018-12-19,True,en,en,True,"The mysterious grand jury appeal that may be tied to the Mueller investigation, explained","The mysterious grand jury appeal reportedly tied to the Mueller investigation, explained",False
https://fixedpointtheoryandapplications.springeropen.com/articles/10.1186/1687-1812-2014-54,2014-05-04,2014-03-04,False,en,En,False,"Iterative algorithm of common solutions for a constrained convex minimization problem, a quasi-variational inclusion problem and the fixed point problem of a strictly pseudo-contractive mapping","Iterative algorithm of common solutions for a constrained convex minimization problem, a quasi-variational inclusion problem and the fixed point problem of a strictly pseudo-contractive mapping",True
http://www.bbc.co.uk/news/business-33962549#sa-ns_mchannel=rss&ns_source=PublicRSS20-sa,2015-08-17,2015-08-17,True,en,en,True,Why a rise in US interest rates is still risky,Why a rise in US interest rates is still risky,True
